Date,Open,High,Low,Close,Volume,Adjusted Close
2014-08-29,1680.02,1689.44,1679.8,1689.23,0.0,1689.23
2014-08-28,1675.8,1681.85,1673.66,1680.31,0.0,1680.31
2014-08-27,1679.25,1683.37,1673.92,1679.06,0.0,1679.06
2014-08-26,1674.92,1684.58,1674.92,1677.25,0.0,1677.25
2014-08-25,1660.45,1675.2,1660.45,1673.66,0.0,1673.66
2014-08-22,1662.76,1662.76,1648.52,1656.38,0.0,1656.38
2014-08-21,1664.84,1670.39,1662.81,1668.03,0.0,1668.03
2014-08-20,1660.39,1665.67,1654.01,1663.77,0.0,1663.77
2014-08-19,1650.05,1664.28,1649.67,1663.17,0.0,1663.17
2014-08-18,1641.94,1649.68,1638.77,1647.78,0.0,1647.78
2014-08-15,1637.18,1646.32,1628.9,1641.94,0.0,1641.94
2014-08-14,1638.75,1641.23,1631.6,1634.05,0.0,1634.05
2014-08-13,1634.85,1642.82,1629.11,1635.89,0.0,1635.89
2014-08-12,1639.67,1640.07,1626.78,1633.73,0.0,1633.73
2014-08-11,1651.24,1659.93,1643.96,1644.61,0.0,1644.61
2014-08-08,1627.62,1649.64,1623.6,1648.55,0.0,1648.55
2014-08-07,1641.4,1645.81,1617.36,1625.1,0.0,1625.1
2014-08-06,1626.18,1650.56,1625.83,1637.76,0.0,1637.76
2014-08-05,1653.32,1653.32,1622.42,1629.35,0.0,1629.35
2014-08-04,1632.56,1662.68,1628.65,1659.23,0.0,1659.23
2014-08-01,1636.31,1640.69,1616.31,1630.64,0.0,1630.64
2014-07-31,1670.51,1670.51,1641.89,1641.89,0.0,1641.89
2014-07-30,1679.23,1694.49,1664.26,1671.53,0.0,1671.53
