Date,Adjusted Close,High (est),Low (est)
2012-04-13,29.5977079535,0.03416,0.033417
2012-04-12,29.7295208196,0.034031,0.033247
2012-04-11,29.6410469218,0,0
2012-04-10,29.6410469218,0.034124,0.033354
2012-04-09,29.5514387118,0,0
2012-04-06,29.4655827261,0.034313,0.033567
2012-04-05,29.3473731166,0.034461,0.033693
2012-04-04,29.2731477416,0,0
2012-04-03,29.3591772384,0,0
2012-04-02,29.3591772384,0,0
2012-03-30,29.3473731166,0.034461,0.033693
2012-03-29,29.140076347,0,0
2012-03-28,29.0520321897,0,0
2012-03-27,29.1866838674,0.034642,0.033886
2012-03-26,29.2731477416,0,0
2012-03-23,29.2919262664,0,0
2012-03-22,29.2064604691,0,0
2012-03-21,29.1866838674,0.034642,0.033886
2012-03-20,29.3401402459,0,0
2012-03-19,29.3401402459,0,0
2012-03-16,29.5315411625,0,0
2012-03-15,29.5315411625,0,0
2012-03-14,29.5315411625,0.034237,0.033492
2012-03-13,29.5171583241,0,0
2012-03-12,29.4440665789,0.034348,0.033582
2012-03-09,29.5645438339,0.034198,0.033454
2012-03-08,29.6084869767,0.034162,0.033391
2012-03-07,29.4328005015,0.034352,0.033604
2012-03-06,29.3591772384,0,0
2012-03-05,29.3473731166,0.034461,0.033693
2012-03-02,29.1732306436,0,0
2012-03-01,29.0381125227,0.034825,0.034055
2012-02-29,29.0187315912,0,0
2012-02-28,29.1014914514,0.034749,0.03398
2012-02-27,29.348665076,0.034451,0.033699
2012-02-24,29.7062056264,0.034049,0.033281
2012-02-23,29.7943593319,0,0
2012-02-22,29.7943593319,0.033957,0.033175
2012-02-21,29.8822341154,0.033878,0.033056
2012-02-20,30.0395921825,0.033675,0.032909
2012-02-17,30.1391827459,0,0
2012-02-16,29.9973302376,0,0
2012-02-15,29.9973302376,0.033731,0.032946
2012-02-14,29.9732339021,0.033749,0.032982
2012-02-13,29.9321438299,0.033805,0.033018
2012-02-10,29.8267957968,0,0
2012-02-09,29.8267957968,0.03392,0.033138
2012-02-08,30.0395921825,0.033675,0.032909
2012-02-07,30.2477593972,0,0
2012-02-06,30.2477593972,0,0
2012-02-03,30.2477593972,0,0
2012-02-02,30.2477593972,0,0
2012-02-01,30.2314824612,0,0
2012-01-31,30.2314824612,0,0
2012-01-30,30.2188753139,0.033488,0.0327
2012-01-27,30.5323933427,0.033129,0.032379
2012-01-26,30.8028769887,0.032862,0.032072
2012-01-25,30.9706831513,0.032658,0.031924
2012-01-24,31.19005661,0,0
2012-01-23,31.3204710599,0.032311,0.031549
2012-01-20,31.4822801986,0.032143,0.031389
2012-01-19,31.5850981507,0,0
2012-01-18,31.7241773128,0,0
2012-01-17,31.8872466957,0,0
2012-01-16,31.8290905156,0,0
2012-01-13,31.6848749081,0,0
2012-01-12,31.8184566139,0,0
2012-01-11,31.8184566139,0.031808,0.031053
2012-01-10,32.0293132275,0,0
2012-01-09,32.0767789782,0.031525,0.03083
2012-01-06,31.8688532949,0,0
2012-01-05,31.7821524145,0.031844,0.031089
2012-01-04,31.9273588731,0,0
2012-01-03,32.0132150552,0.031595,0.030883
2012-01-02,31.9890469503,0,0
2011-12-30,31.8996564407,0.031707,0.030993
2011-12-29,31.4894179811,0,0
2011-12-28,31.2148832563,0.032421,0.031656
2011-12-27,31.3026275426,0,0
2011-12-26,31.3026275426,0,0
2011-12-23,31.6246533147,0,0
2011-12-22,31.8547423748,0.031772,0.031018
2011-12-21,31.9752383754,0,0
2011-12-20,31.9752383754,0,0
2011-12-19,31.9752383754,0.031632,0.03092
2011-12-16,31.8071216145,0,0
2011-12-15,31.7099930872,0.031917,0.031159
2011-12-14,31.6063617285,0,0
2011-12-13,31.467222168,0,0
2011-12-12,31.467222168,0,0
2011-12-09,31.3129193974,0.032323,0.031553
2011-12-08,31.2148832563,0.032421,0.031656
2011-12-07,31.0781958486,0,0
2011-12-06,30.8845966163,0,0
2011-12-05,30.8845966163,0,0
2011-12-02,30.8704859632,0.03279,0.032002
2011-12-01,31.1673092327,0,0
2011-11-30,31.3830838901,0.032251,0.031482
2011-11-29,31.5182001847,0.032106,0.031354
2011-11-28,31.5673505207,0,0
2011-11-25,31.3752066842,0.032253,0.031496
2011-11-24,31.179845348,0.032457,0.031691
2011-11-23,31.018909127,0,0
2011-11-22,31.018909127,0,0
2011-11-21,30.8845966163,0,0
2011-11-18,30.7356579736,0,0
2011-11-17,30.7356579736,0.032934,0.032142
2011-11-16,30.5722514017,0.033094,0.032329
2011-11-15,30.4979398642,0,0
2011-11-14,30.4979398642,0.033167,0.032416
2011-11-11,30.5722514017,0.033094,0.032329
2011-11-10,30.4636568574,0,0
2011-11-09,30.4636568574,0.033204,0.032452
2011-11-08,30.4712686408,0,0
2011-11-07,30.447239501,0,0
2011-11-04,30.6405404991,0,0
2011-11-03,30.6405404991,0.033021,0.032257
2011-11-02,30.362374945,0,0
2011-11-01,29.9321438299,0.033805,0.033018
2011-10-31,29.9574304913,0.033772,0.032994
2011-10-28,30.4110355566,0,0
2011-10-27,30.5443305141,0,0
2011-10-26,30.6283404034,0.033015,0.032288
2011-10-25,30.8995794567,0.032733,0.031997
2011-10-24,31.1112632106,0,0
2011-10-21,31.2429703317,0.032396,0.031623
2011-10-20,30.9821016399,0,0
2011-10-19,30.9821016399,0,0
2011-10-18,30.8288965413,0.032808,0.03207
2011-10-17,30.9043541145,0.032754,0.031967
2011-10-14,31.19005661,0,0
2011-10-13,31.355727594,0.032275,0.031514
2011-10-12,31.6642074132,0,0
2011-10-11,31.9273588731,0,0
2011-10-10,32.2043559612,0.031407,0.0307
2011-10-07,32.5066882511,0.031115,0.030415
2011-10-06,32.6117441413,0.031029,0.030303
2011-10-05,32.6026003834,0.031038,0.030312
2011-10-04,32.350629058,0.031265,0.030561
2011-10-03,32.0767789782,0.031525,0.03083
2011-09-30,31.8688532949,0,0
2011-09-29,31.8547423748,0.031772,0.031018
2011-09-28,32.1276882843,0.031482,0.030773
2011-09-27,32.1754462734,0,0
2011-09-26,32.0132150552,0.031595,0.030883
2011-09-23,31.7496602786,0,0
2011-09-22,31.4108826144,0.032216,0.031461
2011-09-21,31.2081615584,0.032432,0.031659
2011-09-20,30.8097099882,0,0
2011-09-19,30.5443305141,0,0
2011-09-16,30.4180658977,0.033243,0.032511
2011-09-15,30.2671682945,0,0
2011-09-14,30.1391827459,0,0
2011-09-13,30.1391827459,0,0
2011-09-12,29.8348046865,0.033915,0.033126
2011-09-09,29.5315411625,0,0
2011-09-08,29.5315411625,0.034237,0.033492
2011-09-07,29.4828704523,0,0
2011-09-06,29.2584161834,0,0
2011-09-05,29.0583637235,0.034795,0.034036
2011-09-02,28.8706105845,0,0
2011-09-01,28.8706105845,0,0
2011-08-31,28.8706105845,0.035031,0.034248
2011-08-30,28.851369286,0,0
2011-08-29,28.851369286,0,0
2011-08-26,28.9329248004,0,0
2011-08-25,28.9329248004,0.034955,0.034175
2011-08-24,29.0187315912,0,0
2011-08-23,29.0381125227,0.034825,0.034055
2011-08-22,28.8862891229,0,0
2011-08-19,28.8862891229,0,0
2011-08-18,28.7059363876,0.035255,0.034422
2011-08-17,28.7162404698,0,0
2011-08-16,28.9175300959,0,0
2011-08-15,29.2933849678,0.034521,0.033758
2011-08-12,29.5760859599,0,0
2011-08-11,29.5760859599,0.034199,0.033427
2011-08-10,29.0924324765,0.034763,0.033988
2011-08-09,28.4151452724,0,0
2011-08-08,28.0859429855,0.03605,0.035166
2011-08-05,27.9018635655,0,0
2011-08-04,27.8275581874,0.036374,0.035502
2011-08-03,27.7168776383,0,0
2011-08-02,27.5966365219,0.036666,0.035811
2011-08-01,27.5197798418,0,0
2011-07-29,27.5197798418,0.036746,0.035934
2011-07-28,27.4994225121,0.036809,0.035926
2011-07-27,27.6053212017,0.036632,0.035823
2011-07-26,27.7294053706,0.036473,0.035657
2011-07-25,27.8082896511,0,0
2011-07-22,27.9104298485,0.036266,0.035397
2011-07-21,28.0424675128,0,0
2011-07-20,28.121089411,0,0
2011-07-19,28.1412691712,0.035979,0.035096
2011-07-18,28.058755033,0,0
2011-07-15,28.0737215929,0,0
2011-07-14,28.2246683601,0.035873,0.034993
2011-07-13,28.2721476937,0.035808,0.034938
2011-07-12,28.1412691712,0.035979,0.035096
2011-07-11,28.0276913591,0,0
2011-07-08,27.9018635655,0,0
2011-07-07,27.9018635655,0,0
2011-07-06,27.8275581874,0,0
2011-07-05,27.8275581874,0.036374,0.035502
2011-07-04,27.8389461289,0,0
2011-07-01,27.9641276171,0,0
2011-06-30,28.0424675128,0,0
2011-06-29,28.1837807978,0,0
2011-06-28,28.3003916774,0.035773,0.034903
2011-06-27,28.1921236845,0.035907,0.03504
2011-06-24,28.0276913591,0,0
2011-06-23,27.9641276171,0,0
2011-06-22,28.0424675128,0,0
2011-06-21,28.058755033,0,0
2011-06-20,28.0737215929,0,0
2011-06-17,28.0859429855,0.03605,0.035166
2011-06-16,27.9641276171,0,0
2011-06-15,27.9641276171,0,0
2011-06-14,27.8869241002,0,0
2011-06-13,27.8869241002,0,0
2011-06-10,27.7294053706,0,0
2011-06-09,27.7294053706,0.036473,0.035657
2011-06-08,27.8082896511,0,0
2011-06-07,27.8275581874,0.036374,0.035502
2011-06-06,27.8389461289,0,0
2011-06-03,27.9641276171,0,0
2011-06-02,27.9641276171,0,0
2011-06-01,28.0424675128,0,0
2011-05-31,28.058755033,0,0
2011-05-30,28.1051244073,0,0
2011-05-27,28.3052780852,0.035763,0.0349
2011-05-26,28.37869668,0,0
2011-05-25,28.37869668,0.035631,0.034849
2011-05-24,28.2440398015,0.035844,0.034973
2011-05-23,28.058755033,0,0
2011-05-20,28.0424675128,0,0
2011-05-19,28.121089411,0,0
2011-05-18,28.1412691712,0.035979,0.035096
2011-05-17,28.0276913591,0,0
2011-05-16,28.0276913591,0,0
2011-05-13,27.8397986626,0,0
2011-05-12,27.7581157791,0.036436,0.03562
2011-05-11,27.8275581874,0.036374,0.035502
2011-05-10,27.8389461289,0,0
2011-05-09,27.6554026212,0,0
2011-05-06,27.2768683973,0,0
2011-05-05,27.2768683973,0,0
2011-05-04,27.3489313405,0,0
2011-05-03,27.3489313405,0.037013,0.036122
2011-05-02,27.4776606619,0.036837,0.035955
2011-04-29,27.6797453463,0.036556,0.035704
2011-04-28,27.8082896511,0,0
2011-04-27,27.8828030024,0.036302,0.035432
2011-04-26,27.9641276171,0,0
2011-04-25,28.0737215929,0,0
2011-04-22,28.0737215929,0,0
2011-04-21,28.2246683601,0.035873,0.034993
2011-04-20,28.3003916774,0.035773,0.034903
2011-04-19,28.1921236845,0.035907,0.03504
2011-04-18,28.121089411,0,0
2011-04-15,28.1412691712,0.035979,0.035096
2011-04-14,28.058755033,0,0
2011-04-13,28.058755033,0,0
2011-04-12,27.9800110801,0,0
2011-04-11,28.0581252122,0,0
2011-04-08,28.2768644351,0,0
2011-04-07,28.2768644351,0.035799,0.034935
2011-04-06,28.3853020906,0,0
2011-04-05,28.3853020906,0,0
2011-04-04,28.3853020906,0.035666,0.034799
2011-04-01,28.4276658044,0,0
2011-03-31,28.4276658044,0,0
2011-03-30,28.3003916774,0,0
2011-03-29,28.3003916774,0,0
2011-03-28,28.3003916774,0,0
2011-03-25,28.3003916774,0.035773,0.034903
2011-03-24,28.3052780852,0,0
2011-03-23,28.3052780852,0.035763,0.0349
2011-03-22,28.500584262,0,0
2011-03-21,28.500584262,0.035479,0.0347
2011-03-18,28.6847744086,0,0
2011-03-17,28.7059363876,0,0
2011-03-16,28.7059363876,0.035255,0.034422
2011-03-15,28.6218848656,0,0
2011-03-14,28.5400345334,0,0
2011-03-11,28.3965867303,0,0
2011-03-10,28.2203672034,0.035871,0.035005
2011-03-09,28.19681376,0.035908,0.035027
2011-03-08,28.2203672034,0.035871,0.035005
2011-03-07,28.19681376,0.035908,0.035027
2011-03-04,28.3336686151,0.035727,0.034865
2011-03-03,28.5840872386,0,0
2011-03-02,28.7951255611,0.035145,0.034316
2011-03-01,28.9329248004,0.034955,0.034175
2011-02-28,29.0187315912,0,0
2011-02-25,29.1014914514,0.034749,0.03398
2011-02-24,29.1866838674,0.034642,0.033886
2011-02-23,29.2064604691,0,0
2011-02-22,29.1866838674,0,0
2011-02-21,29.1866838674,0.034642,0.033886
2011-02-18,29.2731477416,0,0
2011-02-17,29.2731477416,0,0
2011-02-16,29.2919262664,0,0
2011-02-15,29.2919262664,0,0
2011-02-14,29.2731477416,0,0
2011-02-11,29.2919262664,0,0
2011-02-10,29.2919262664,0,0
2011-02-09,29.2731477416,0,0
2011-02-08,29.392918658,0,0
2011-02-07,29.4655827261,0.034313,0.033567
2011-02-04,29.4440665789,0.034348,0.033582
2011-02-03,29.5315411625,0.034237,0.033492
2011-02-02,29.6547592923,0,0
2011-02-01,29.7943593319,0.033957,0.033175
2011-01-31,29.7566796307,0.034021,0.033196
2011-01-28,29.6547592923,0,0
2011-01-27,29.7943593319,0,0
2011-01-26,29.7943593319,0.033957,0.033175
2011-01-25,29.8822341154,0,0
2011-01-24,29.8822341154,0.033878,0.033056
2011-01-21,29.9070787065,0.033824,0.033054
2011-01-20,29.8822341154,0.033878,0.033056
2011-01-19,29.9732339021,0.033749,0.032982
2011-01-18,30.1285585594,0,0
2011-01-17,30.1285585594,0,0
2011-01-14,30.1285585594,0.033584,0.032803
2011-01-13,30.4110355566,0,0
2011-01-12,30.6178373397,0,0
2011-01-11,30.6405404991,0,0
2011-01-10,30.6405404991,0,0
2011-01-07,30.6405404991,0.033021,0.032257
2011-01-06,30.5078023705,0,0
2011-01-05,30.5078023705,0,0
2011-01-04,30.5078023705,0,0
2011-01-03,30.4293582448,0.033241,0.032489
2010-12-31,30.4528954613,0.033205,0.032474
2010-12-30,30.3609921972,0.033316,0.032562
2010-12-29,30.3389773944,0,0
2010-12-28,30.4293582448,0.033241,0.032489
2010-12-27,30.5227944229,0.033129,0.0324
2010-12-24,30.6178373397,0,0
2010-12-23,30.709229659,0.032947,0.032185
2010-12-22,30.8028769887,0,0
2010-12-21,30.8028769887,0.032862,0.032072
2010-12-20,30.8288965413,0.032808,0.03207
2010-12-17,30.7356579736,0,0
2010-12-16,30.7356579736,0.032934,0.032142
2010-12-15,30.709229659,0.032947,0.032185
2010-12-14,30.836691963,0.032826,0.032037
2010-12-13,31.0352746932,0,0
2010-12-10,31.0352746932,0,0
2010-12-09,31.19005661,0,0
2010-12-08,31.19005661,0,0
2010-12-07,31.2851958453,0,0
2010-12-06,31.2851958453,0.032348,0.031585
2010-12-03,31.3830838901,0.032251,0.031482
2010-12-02,31.4108826144,0,0
2010-12-01,31.4108826144,0.032216,0.031461
2010-11-30,31.3129193974,0,0
2010-11-29,31.3129193974,0.032323,0.031553
2010-11-26,31.2851958453,0.032348,0.031585
2010-11-25,31.3129193974,0.032323,0.031553
2010-11-24,31.179845348,0.032457,0.031691
2010-11-23,31.0929804487,0,0
2010-11-22,31.227457679,0,0
2010-11-19,31.227457679,0,0
2010-11-18,31.277954672,0.03236,0.031588
2010-11-17,31.0781958486,0,0
2010-11-16,30.8845966163,0,0
2010-11-15,30.7020640998,0.03297,0.032177
2010-11-12,30.6178373397,0,0
2010-11-11,30.709229659,0,0
2010-11-10,30.709229659,0.032947,0.032185
2010-11-09,30.7020640998,0,0
2010-11-08,30.7020640998,0.03297,0.032177
2010-11-05,30.6546296154,0,0
2010-11-04,30.8028769887,0,0
2010-11-03,30.8028769887,0.032862,0.032072
2010-11-02,30.8288965413,0.032808,0.03207
2010-11-01,30.7356579736,0.032934,0.032142
2010-10-29,30.6405404991,0.033021,0.032257
2010-10-28,30.5078023705,0,0
2010-10-27,30.3609921972,0.033316,0.032562
2010-10-26,30.2671682945,0,0
2010-10-25,30.3937510448,0,0
2010-10-22,30.709229659,0.032947,0.032185
2010-10-21,30.7020640998,0.03297,0.032177
2010-10-20,30.5078023705,0,0
2010-10-19,30.2591087482,0,0
2010-10-18,30.2591087482,0.033428,0.032672
2010-10-15,30.0628011917,0.033658,0.032874
2010-10-14,30.0227272045,0,0
2010-10-13,30.0227272045,0.033707,0.032914
2010-10-12,29.8193247116,0,0
2010-10-11,29.8193247116,0.03395,0.033126
2010-10-08,29.7943593319,0.033957,0.033175
2010-10-07,29.9770974975,0.033771,0.032952
2010-10-06,30.3205794869,0,0
2010-10-05,30.4528954613,0.033205,0.032474
2010-10-04,30.4636568574,0.033204,0.032452
2010-10-01,30.5078023705,0,0
2010-09-30,30.4293582448,0.033241,0.032489
2010-09-29,30.5227944229,0.033129,0.0324
2010-09-28,30.6178373397,0,0
2010-09-27,30.7781327522,0.032873,0.032113
2010-09-24,30.9974675069,0,0
2010-09-23,30.9974675069,0,0
2010-09-22,31.0929804487,0,0
2010-09-21,31.0929804487,0,0
2010-09-20,31.0929804487,0,0
2010-09-17,31.0410548992,0,0
2010-09-16,30.7935813859,0.032846,0.032107
2010-09-15,30.7781327522,0,0
2010-09-14,30.7781327522,0.032873,0.032113
2010-09-13,30.922128803,0,0
2010-09-10,30.8288965413,0,0
2010-09-09,30.8288965413,0.032808,0.03207
2010-09-08,30.7020640998,0.03297,0.032177
2010-09-07,30.6178373397,0,0
2010-09-06,30.6178373397,0,0
2010-09-03,30.709229659,0.032947,0.032185
2010-09-02,30.7356579736,0,0
2010-09-01,30.7356579736,0.032934,0.032142
2010-08-31,30.6064046962,0.033057,0.032293
2010-08-30,30.5931085964,0.033053,0.032325
2010-08-27,30.8028769887,0.032862,0.032072
2010-08-26,30.8288965413,0.032808,0.03207
2010-08-25,30.7356579736,0.032934,0.032142
2010-08-24,30.6405404991,0.033021,0.032257
2010-08-23,30.5443305141,0,0
2010-08-20,30.4528954613,0.033205,0.032474
2010-08-19,30.4293582448,0,0
2010-08-18,30.4293582448,0.033241,0.032489
2010-08-17,30.5227944229,0.033129,0.0324
2010-08-16,30.4712686408,0,0
2010-08-13,30.4712686408,0,0
2010-08-12,30.1957894991,0,0
2010-08-11,29.9647015815,0.033768,0.032982
2010-08-10,29.8193247116,0.03395,0.033126
2010-08-09,29.7943593319,0.033957,0.033175
2010-08-06,29.9454095184,0,0
2010-08-05,29.9454095184,0,0
2010-08-04,29.9454095184,0.033807,0.032987
2010-08-03,30.153178145,0.033561,0.032771
2010-08-02,30.2477593972,0,0
2010-07-30,30.2477593972,0,0
2010-07-29,30.2477593972,0,0
2010-07-28,30.2477593972,0,0
2010-07-27,30.3389773944,0,0
2010-07-26,30.3389773944,0,0
2010-07-23,30.4293582448,0.033241,0.032489
2010-07-22,30.5227944229,0,0
2010-07-21,30.5227944229,0,0
2010-07-20,30.5227944229,0,0
2010-07-19,30.5227944229,0,0
2010-07-16,30.5227944229,0.033129,0.0324
2010-07-15,30.6178373397,0,0
2010-07-14,30.7435953405,0.03291,0.032149
2010-07-13,30.9351382955,0,0
2010-07-12,30.9351382955,0,0
2010-07-09,30.9351382955,0.032695,0.03196
2010-07-08,31.0929804487,0,0
2010-07-07,31.0929804487,0,0
2010-07-06,31.0781958486,0,0
2010-07-05,31.0732707725,0,0
2010-07-02,31.179845348,0,0
2010-07-01,31.179845348,0,0
2010-06-30,31.179845348,0.032457,0.031691
2010-06-29,31.018909127,0,0
2010-06-28,30.9974675069,0,0
2010-06-25,30.9821016399,0,0
2010-06-24,30.9821016399,0,0
2010-06-23,30.8288965413,0.032808,0.03207
2010-06-22,30.836691963,0.032826,0.032037
2010-06-21,30.9974675069,0,0
2010-06-18,31.1300520183,0,0
2010-06-17,31.2851958453,0.032348,0.031585
2010-06-16,31.4536624645,0.032179,0.031412
2010-06-15,31.5673505207,0,0
2010-06-14,31.5182001847,0.032106,0.031354
2010-06-11,31.6848749081,0,0
2010-06-10,31.6739358349,0,0
2010-06-09,31.6739358349,0,0
2010-06-08,31.6739358349,0.031953,0.031195
2010-06-07,31.3502227433,0,0
2010-06-04,31.0929804487,0,0
2010-06-03,31.0410548992,0,0
2010-06-02,31.0410548992,0,0
2010-06-01,30.7935813859,0.032846,0.032107
2010-05-31,30.709229659,0.032947,0.032185
2010-05-28,30.9383923793,0.032718,0.031932
2010-05-27,31.3204710599,0.032311,0.031549
2010-05-26,31.3042933838,0.032326,0.031568
2010-05-25,31.0929804487,0,0
2010-05-24,31.0929804487,0,0
2010-05-21,31.0040987419,0,0
2010-05-20,30.6352838819,0.033041,0.032248
2010-05-19,30.4636568574,0.033204,0.032452
2010-05-18,30.5078023705,0,0
2010-05-17,30.2252689293,0.033466,0.032708
2010-05-14,29.9732339021,0.033749,0.032982
2010-05-13,30.1285585594,0.033584,0.032803
2010-05-12,30.374917608,0,0
2010-05-11,30.374917608,0,0
2010-05-10,30.4528954613,0.033205,0.032474
2010-05-07,30.1915047144,0.033503,0.032745
2010-05-06,29.7254556912,0.034057,0.033231
2010-05-05,29.4328005015,0.034352,0.033604
2010-05-04,29.2584161834,0,0
2010-05-03,29.1866838674,0.034642,0.033886
2010-04-30,29.3066057089,0,0
2010-04-29,29.3151969981,0.034499,0.03373
2010-04-28,29.1224248496,0.034719,0.033961
2010-04-27,29.1014914514,0.034749,0.03398
2010-04-26,29.1224248496,0,0
2010-04-23,29.1224248496,0,0
2010-04-22,29.1224248496,0,0
2010-04-21,29.1224248496,0,0
2010-04-20,29.1224248496,0.034719,0.033961
2010-04-19,29.0381125227,0.034825,0.034055
2010-04-16,29.0187315912,0,0
2010-04-15,29.0187315912,0,0
2010-04-14,29.0381125227,0.034825,0.034055
2010-04-13,29.0520321897,0,0
2010-04-12,29.2513126527,0.034566,0.033812
2010-04-09,29.3795336293,0.034423,0.033656
2010-04-08,29.2584161834,0,0
2010-04-07,29.2584161834,0,0
2010-04-06,29.2513126527,0.034566,0.033812
2010-04-05,29.3795336293,0.034423,0.033656
2010-04-02,29.392918658,0,0
2010-04-01,29.5315411625,0,0
2010-03-31,29.5315411625,0,0
2010-03-30,29.5315411625,0.034237,0.033492
2010-03-29,29.6202389168,0,0
2010-03-26,29.6202389168,0,0
2010-03-25,29.6084869767,0.034162,0.033391
2010-03-24,29.4328005015,0,0
2010-03-23,29.4328005015,0.034352,0.033604
2010-03-22,29.2919262664,0,0
2010-03-19,29.2064604691,0,0
2010-03-18,29.218919835,0.034604,0.033849
2010-03-17,29.3591772384,0,0
2010-03-16,29.3473731166,0.034461,0.033693
2010-03-15,29.3401402459,0,0
2010-03-12,29.5315411625,0.034237,0.033492
2010-03-11,29.6547592923,0,0
2010-03-10,29.7943593319,0,0
2010-03-09,29.7943593319,0,0
2010-03-08,29.7943593319,0.033957,0.033175
2010-03-05,29.8822341154,0,0
2010-03-04,29.8822341154,0.033878,0.033056
2010-03-03,29.9732339021,0,0
2010-03-02,29.9732339021,0,0
2010-03-01,29.9732339021,0.033749,0.032982
2010-02-26,29.9973302376,0,0
2010-02-25,29.9973302376,0,0
2010-02-24,29.9973302376,0.033731,0.032946
2010-02-23,29.9732339021,0,0
2010-02-22,29.9732339021,0.033749,0.032982
2010-02-19,30.0628011917,0,0
2010-02-18,30.0628011917,0.033658,0.032874
2010-02-17,30.153178145,0.033561,0.032771
2010-02-16,30.2477593972,0,0
2010-02-15,30.2477593972,0,0
2010-02-12,30.2477593972,0,0
2010-02-11,30.3389773944,0,0
2010-02-10,30.4293582448,0.033241,0.032489
2010-02-09,30.4528954613,0.033205,0.032474
2010-02-08,30.2930244253,0.033391,0.032635
2010-02-05,30.0552114234,0.033671,0.032878
2010-02-04,30.0063313359,0.033712,0.032945
2010-02-03,30.2188753139,0.033488,0.0327
2010-02-02,30.3609921972,0,0
2010-02-01,30.3609921972,0.033316,0.032562
2010-01-29,30.2314824612,0,0
2010-01-28,30.2314824612,0,0
2010-01-27,30.2314824612,0,0
2010-01-26,29.9902231872,0.033744,0.03295
2010-01-25,29.7295208196,0,0
2010-01-22,29.7295208196,0.034031,0.033247
2010-01-21,29.6410469218,0.034124,0.033354
2010-01-20,29.5171583241,0,0
2010-01-19,29.5171583241,0,0
2010-01-18,29.5171583241,0,0
2010-01-15,29.4764394819,0.03431,0.033545
2010-01-14,29.5514387118,0,0
2010-01-13,29.4328005015,0.034352,0.033604
2010-01-12,29.6311221602,0,0
2010-01-11,30.0227272045,0.033707,0.032914
2010-01-08,29.8822341154,0,0
2010-01-07,29.8822341154,0.033878,0.033056
2010-01-06,30.0728364098,0.033637,0.032872
2010-01-05,30.2314824612,0,0
2010-01-04,30.153178145,0.033561,0.032771
2010-01-01,30.2477593972,0,0
2009-12-31,30.1957894991,0,0
2009-12-30,29.8995673533,0.033841,0.033054
2009-12-29,29.6084869767,0.034162,0.033391
2009-12-28,29.5645438339,0.034198,0.033454
2009-12-25,29.9036802459,0.033825,0.033061
2009-12-24,30.374917608,0,0
2009-12-23,30.5227944229,0.033129,0.0324
2009-12-22,30.6178373397,0,0
2009-12-21,30.6178373397,0,0
2009-12-18,30.5042660216,0.033168,0.032401
2009-12-17,30.1391827459,0,0
2009-12-16,30.1391827459,0,0
2009-12-15,30.1285585594,0.033584,0.032803
2009-12-14,30.374917608,0,0
2009-12-11,30.4528954613,0,0
2009-12-10,30.4528954613,0.033205,0.032474
2009-12-09,30.1579068,0.033541,0.032781
2009-12-08,29.665051899,0.034105,0.033319
2009-12-07,29.3672819112,0.034428,0.033679
2009-12-04,29.1866838674,0.034642,0.033886
2009-12-03,29.1732306436,0,0
2009-12-02,29.1332847779,0.034711,0.033943
2009-12-01,29.2064604691,0,0
2009-11-30,29.1224248496,0.034719,0.033961
2009-11-27,28.9750090547,0.034901,0.034129
2009-11-26,28.8844535206,0,0
2009-11-25,28.8844535206,0,0
2009-11-24,28.8844535206,0,0
2009-11-23,28.919286272,0,0
2009-11-20,28.7855933862,0,0
2009-11-19,28.7653894834,0,0
2009-11-18,28.7653894834,0,0
2009-11-17,28.7653894834,0.035182,0.034351
2009-11-16,28.7527351039,0,0
2009-11-13,28.7527351039,0,0
2009-11-12,28.6847744086,0,0
2009-11-11,28.7653894834,0.035182,0.034351
2009-11-10,28.8844535206,0,0
2009-11-09,29.0187315912,0,0
2009-11-06,29.1332847779,0.034711,0.033943
2009-11-05,29.2731477416,0,0
2009-11-04,29.2919262664,0,0
2009-11-03,29.2064604691,0,0
2009-11-02,29.1866838674,0.034642,0.033886
2009-10-30,29.2064604691,0,0
2009-10-29,29.2064604691,0,0
2009-10-28,29.0583637235,0.034795,0.034036
2009-10-27,28.9329248004,0.034955,0.034175
2009-10-26,29.0187315912,0,0
2009-10-23,29.1014914514,0.034749,0.03398
2009-10-22,29.218919835,0,0
2009-10-21,29.218919835,0.034604,0.033849
2009-10-20,29.3591772384,0,0
2009-10-19,29.4440665789,0,0
2009-10-16,29.4440665789,0,0
2009-10-15,29.4440665789,0.034348,0.033582
2009-10-14,29.5315411625,0,0
2009-10-13,29.5315411625,0.034237,0.033492
2009-10-12,29.6547592923,0,0
2009-10-09,29.6547592923,0,0
2009-10-08,29.7943593319,0.033957,0.033175
2009-10-07,29.9137884617,0.033842,0.033021
2009-10-06,30.0628011917,0.033658,0.032874
2009-10-05,30.0878565411,0,0
2009-10-02,30.0878565411,0.033634,0.032843
2009-10-01,30.0628011917,0.033658,0.032874
2009-09-30,30.0878565411,0,0
2009-09-29,30.0878565411,0.033634,0.032843
2009-09-28,30.0628011917,0,0
2009-09-25,30.0628011917,0,0
2009-09-24,30.0628011917,0.033658,0.032874
2009-09-23,30.2188753139,0.033488,0.0327
2009-09-22,30.3609921972,0.033316,0.032562
2009-09-21,30.3389773944,0,0
2009-09-18,30.4636568574,0.033204,0.032452
2009-09-17,30.6916046185,0,0
2009-09-16,30.7935813859,0,0
2009-09-15,30.7935813859,0.032846,0.032107
2009-09-14,30.7435953405,0.03291,0.032149
2009-09-11,30.9351382955,0.032695,0.03196
2009-09-10,31.1673092327,0,0
